wid,label,genres,materials,image,year,year_bin,years,image_path,genres_encoded,materials_encoded,years_encoded
Q19753127,Psyche Abandoned,mythological sculpture,marble,https://upload.wikimedia.org/wikipedia/commons/4/43/Pajou_Psyche_Dujardin.jpeg,1790,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q19753127_0.png,5,3,5
Q19758861,Bronze Form,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/8/8f/Wellington%2C_New_Zealand_Henry_Moore.jpg,1985,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q19758861_0.png,8,1,11
Q19758979,Figure in a Shelter,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/e/ed/Vaduz_Moore-198.jpg,1983,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q19758979_0.png,8,1,11
Q19759062,Knife Edge Two Piece,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/6/68/Knife_Edge_Two_Piece_-_Henry_Moore.jpg,1962,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q19759062_0.png,8,1,10
Q19759070,Large Four Piece Reclining Figure,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/f/fb/Daviesstatue1.jpg,1972,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q19759070_0.png,8,1,10
Q19759109,Large Totem Head,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/8/86/Grosser_Totem_of_Henry_Moor.jpg,1968,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q19759109_0.png,8,1,10
Q19759191,Mother and Child: Block Seat,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/7/75/MooreRouseg.jpg,1983,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q19759191_0.png,8,1,11
Q19759275,Reclining Figure,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/e/ea/Moore_reclining_woman.JPG,1956,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q19759275_0.png,8,1,9
Q19759479,Two Piece Reclining Figure No. 1,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/2/27/Two_Piece_Reclining_Figure_No.1_Sculpture_By_Henry_Moore_At_45_Millbank_-_London.jpg,1959,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q19759479_0.png,8,1,9
Q19759502,Two Piece Reclining Figure No. 5,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/9/9f/Henry_Moore_-_Two_Piece_Reclining_Figure_5_-_Kenwood.jpg,1963,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q19759502_0.png,8,1,10
Q20176696,Sanford Robinson Gifford,portrait,bronze,"[https://upload.wikimedia.org/wikipedia/commons/9/98/Sanford_R._Gifford_MET_02.11.1.jpg, https://upload.wikimedia.org/wikipedia/commons/8/8f/Sanford_Robinson_Gifford_by_Launt_Thompson%2C_1871%2C_bronze_-_Albany_Institute_of_History_and_Art_-_DSC08033.JPG]",1871,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q20176696_0.png,7,1,7
Q20634985,Falling Rider,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/f/f3/Grzimek_%E2%80%93_St%C3%BCrzender_Reiter_%E2%80%93_rechts.JPG,1974,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q20634985_0.png,8,1,10
Q20792861,equestrian statue of Joan of Arc,equestrian statue,bronze,https://upload.wikimedia.org/wikipedia/commons/5/59/Joan_of_Arc%2C_Place_du_Parvis%2C_Reims%281%29.jpg,1896,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q20792861_0.png,3,1,7
Q20792945,equestrian statue of Joan of Arc,equestrian statue,bronze,https://upload.wikimedia.org/wikipedia/commons/4/42/Statue_de_Jeanne_d%27Arc.jpg,1916,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q20792945_0.png,3,1,8
Q20888389,Corporate Entity,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/5/54/Couzijn_Rotterdam_047.jpg,1963,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q20888389_0.png,8,1,10
Q21280628,Dominique François Arago,Other,marble,https://upload.wikimedia.org/wikipedia/commons/a/ae/Arago_David_d%27Angers_Louvre_RF659.jpg,1839,7,1800-1849,/home3/jqwx33/SculptureMTL/selected_images/Q21280628_0.png,0,3,6
Q21281826,Heracles and Achelous by François-Joseph Bosio,mythological sculpture,bronze,https://upload.wikimedia.org/wikipedia/commons/8/85/Hercule_combattant_Ach%C3%A9lo%C3%BCs_m%C3%A9tamorphos%C3%A9_en_serpent_%28Hercules_fighting_Acheloos_transformed_into_a_snake%29%2C_Bronze%2C_cast_by_Carbonneaux%2C_1824%2C_Louvre_Museum_%288270401670%29.jpg,1824,7,1800-1849,/home3/jqwx33/SculptureMTL/selected_images/Q21281826_0.png,5,1,6
Q21383011,,nude,bronze,https://upload.wikimedia.org/wikipedia/commons/3/3d/Wittig_Fight.jpg,1916,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q21383011_0.png,6,1,8
Q21503834,Le Cauchemar by Eugène Thivier,mythological sculpture,marble,https://upload.wikimedia.org/wikipedia/commons/b/b0/Augustins_-_Cauchemar_-_Eug%C3%A8ne_Thivier_-_RI_1156.jpg,1894,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q21503834_0.png,5,3,7
Q21541727,,nude,plaster,https://upload.wikimedia.org/wikipedia/commons/d/dd/Augustins_-_Faune_%C3%A0_la_grappe_-_Alexandre_Falgui%C3%A8re_RA_949.jpg,1855,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q21541727_0.png,6,5,7
Q21559203,,Other,plaster,https://upload.wikimedia.org/wikipedia/commons/0/0e/Augustins_-_Tarcisius_martyr_chr%C3%A9tien%2C_1868_-_Alexandre_Falgui%C3%A8re_-_Joconde05620002491.jpg,1868,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q21559203_0.png,0,5,7
Q21764207,,religious art,stone,https://upload.wikimedia.org/wikipedia/commons/f/f0/Augustin_-_Nativit%C3%A9_et_adoration_des_bergers_-_Nicolas_Bachelier_D_1980_1_2.jpg,1544,4,1500-1599,/home3/jqwx33/SculptureMTL/selected_images/Q21764207_0.png,9,6,3
Q21777312,Quand même !,Other,bronze,"[https://upload.wikimedia.org/wikipedia/commons/7/7d/Antonin_Merci%C3%A9_-_Quand_m%C3%AAme_-_Mus%C3%A9e_des_Augustins_-_2005_0_165.jpg, https://upload.wikimedia.org/wikipedia/commons/8/8d/Statue_Quand-M%C3%AAme_Merci%C3%A9_mont_Val%C3%A9rien.jpg]",1874,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q21777312_0.png,0,1,7
Q21782643,,religious art,stone,https://upload.wikimedia.org/wikipedia/commons/1/19/Gilabertus_-_Pilier_%2C_Saint_Thomas_-_Mus%C3%A9e_des_Augustins_-_ME_5.jpg,1120,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q21782643_0.png,9,6,0
Q21789599,,Other,terracotta,https://upload.wikimedia.org/wikipedia/commons/4/4c/Laurent_Marqueste_-_Pygmalion_et_Galath%C3%A9e_-_Mus%C3%A9e_des_Augustins_-_RA_1047_Y.JPG,1851,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q21789599_0.png,0,7,7
Q22075394,,portrait,plaster,https://upload.wikimedia.org/wikipedia/commons/5/5e/Bust_of_Victor_Sch%C5%93lcher.jpg,1900,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q22075394_0.png,7,5,7
Q22075395,Sappho sleeping,nude,plaster,https://upload.wikimedia.org/wikipedia/commons/2/25/Mus%C3%A9e_arts_LonsleSaunier_0014.JPG,1897,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q22075395_0.png,6,5,7
Q23073296,Kate Sheppard National Memorial,public art,stone,https://upload.wikimedia.org/wikipedia/commons/7/70/Kate_Sheppard_National_Memorial%2C_Christchurch%2C_New_Zealand.jpg,1993,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q23073296_0.png,8,6,11
Q23766485,,public art,metal,https://upload.wikimedia.org/wikipedia/commons/b/b4/Willy_%C3%98rskov_-_Skulpturgruppe_i_fire_dele_-_censored%2C_2016-04-16.jpg,1973,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q23766485_0.png,8,4,10
Q23906119,,public art,Other,https://upload.wikimedia.org/wikipedia/commons/4/4b/Anita_J%C3%B8rgensen_-_Passagefigur_med_vand%2C_2016-04-24.jpg,2001,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q23906119_0.png,8,0,12
Q23906748,,mythological sculpture,marble,https://upload.wikimedia.org/wikipedia/commons/7/73/Josep-llimona_-_La_bellesa.jpg,1924,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q23906748_0.png,5,3,8
Q24036123,Zemran,public art,metal,https://upload.wikimedia.org/wikipedia/commons/c/cc/Southbank_Centre_sculpture_%2821744889452%29.jpg,1971,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q24036123_0.png,8,4,10
Q24648297,Einheit aus drei gleichen Volumen,public art,metal,https://upload.wikimedia.org/wikipedia/commons/e/e6/Bottrop_Bill_01.JPG,1979,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q24648297_0.png,8,4,10
Q24648846,Pavillon-Skulptur,public art,stone,https://upload.wikimedia.org/wikipedia/commons/7/70/Pavillon-Skulptur_Max_Bill_01.jpg,1979,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q24648846_0.png,8,6,10
Q24649899,Rhythmus im Raum,public art,stone,https://upload.wikimedia.org/wikipedia/commons/4/43/Max_Bill_Rhythmus_im_Raum_1994_EP_Muenchen-13.jpg,1994,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q24649899_0.png,8,6,11
Q24666156,Unendliche Schleife,public art,stone,https://upload.wikimedia.org/wikipedia/commons/b/b2/Max_Bill_unendliche_Schleife_7890.JPG,1974,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q24666156_0.png,8,6,10
Q25352156,The Monument,equestrian statue,bronze,https://upload.wikimedia.org/wikipedia/commons/4/4c/Skulptur_Bodestr_1-3_%28Mitte%29_The_Monument%26Atelier_van_Lieshout%262015.jpg,2015,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q25352156_0.png,3,1,12
Q25842292,The Spirit of Electricity,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/1/1e/Orion_House%2C_St_Martin%27s_Lane%2C_London_%283422938969%29.jpg,1958,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q25842292_0.png,8,1,9
Q25929506,Apple Core,public art,metal,https://upload.wikimedia.org/wikipedia/commons/2/29/Museum_israel_-_panoramio.jpg,1992,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q25929506_0.png,8,4,11
Q25936897,Marble Portrait Bust of a Woman with a Scroll,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/e/ee/Marble_Portrait_Bust_of_a_Woman_with_a_Scroll_MET_66.25.jpg,400,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q25936897_0.png,7,3,0
Q26160686,The Preacher,Other,stone,https://upload.wikimedia.org/wikipedia/commons/d/d3/The_Preacher_%281961%29_by_Peter_Laszlo_Peri.jpg,1961,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q26160686_0.png,0,6,10
Q26690348,Werdendes,abstract art,stone,https://upload.wikimedia.org/wikipedia/commons/7/76/Skulptur_spree_Treptowerpark_-_2.jpeg,1976,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q26690348_0.png,1,6,10
Q26709687,Antoine Coypel,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/d/db/Coypel_Coysevox_Louvre_RF1500.jpg,1712,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q26709687_0.png,7,3,5
Q26835878,,religious art,bronze,https://upload.wikimedia.org/wikipedia/commons/6/6b/MAJORKA_-_Sanktuarium_LLUC%2C_AB-046.jpg,1900,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q26835878_0.png,9,1,7
Q26835941,,religious art,bronze,https://upload.wikimedia.org/wikipedia/commons/c/c2/%D0%9C%D0%BE%D0%BD%D0%B0%D1%81%D1%82%D1%8B%D1%80%D1%8C_%D0%9B%D1%8C%D1%8E%D0%BA_-_panoramio_%281%29.jpg,1900,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q26835941_0.png,9,1,7
Q26836022,El Forjador,mythological sculpture,bronze,https://upload.wikimedia.org/wikipedia/commons/b/b3/Barcelona-El_Forjador.jpg,1916,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q26836022_0.png,5,1,8
Q26904352,Fortune Frog,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/c/c6/Rana_de_la_fortuna_%28dEmo%2C_2014%2C_Madrid%29_02.jpg,2014,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q26904352_0.png,8,1,12
Q27038767,,Other,metal,https://upload.wikimedia.org/wikipedia/commons/a/a7/L%C3%A0mpada_Museu_Abell%C3%B3_2241.png,1800,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q27038767_0.png,0,4,5
Q27038769,Loïe Fuller,portrait,plaster,https://upload.wikimedia.org/wikipedia/commons/7/7f/Lo%C3%AFe_Fuller_%28Eusebi_Arnau%29.jpg,1890,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q27038769_0.png,7,5,7
Q27038775,,portrait,bronze,https://upload.wikimedia.org/wikipedia/commons/2/21/Tors_-_Pablo_Gargallo_Museu_Abell%C3%B3_262.png,1911,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q27038775_0.png,7,1,8
Q27229649,,public art,stone,"[https://upload.wikimedia.org/wikipedia/commons/0/0f/Platzspitzpark_-_Salomon_Gessner_2011-08-08_14-39-52.jpg, https://upload.wikimedia.org/wikipedia/commons/b/b2/Z%C3%BCrich_-_Platzspitzpark_-_Salomon_Gessner_IMG_1239.jpg]",1791,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q27229649_0.png,8,6,5
Q27229918,David,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/4/46/Z%C3%BCrich_-_Seefeld_-_Utoquai_2010-08-11_14-00-36.JPG,1921,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q27229918_0.png,8,1,8
Q27229984,Stehender weiblicher Akt,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/a/a5/Z%C3%BCrichhorn_2010-10-05_17-20-46.JPG,1958,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q27229984_0.png,8,1,9
Q27230067,,public art,metal,https://upload.wikimedia.org/wikipedia/commons/a/a3/Irchelpark_2010-06-18_20-16-14.JPG,1981,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q27230067_0.png,8,4,11
Q27588509,"Musei Capitolini, inv 447",portrait,marble,https://upload.wikimedia.org/wikipedia/commons/c/ca/L%27Image_et_le_Pouvoir_-_Buste_de_Faustine_l%27ancienne_02.jpg,200,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q27588509_0.png,7,3,0
Q27816771,"Museu Nacional Arqueològic de Tarragona, inv MNAT 389",portrait,marble,https://upload.wikimedia.org/wikipedia/commons/e/e8/Adriano_%2837883677601%29.jpg,130,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q27816771_0.png,7,3,0
Q27917022,Bust of Victor Hugo,portrait,Other,https://upload.wikimedia.org/wikipedia/commons/c/ca/71_Busto_de_Victor_Hugo.jpg,1883,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q27917022_0.png,7,0,7
Q28837302,Amphitrite,mythological sculpture,marble,https://upload.wikimedia.org/wikipedia/commons/b/b7/Prou_Amphitrite_Louvre_RF3027.jpg,1705,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q28837302_0.png,5,3,5
Q28942769,,abstract art,stone,https://upload.wikimedia.org/wikipedia/commons/2/2c/Faras_Fragment_of_a_door_post.jpg,600,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q28942769_0.png,1,6,0
Q28982309,I love JR,public art,metal,https://upload.wikimedia.org/wikipedia/commons/9/92/Denhaag_kunstwerk_I_love_JR.jpg,2008,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q28982309_0.png,8,4,12
Q28982530,Dutch Mechanisms,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/9/92/Folkert_de_Jong_-_Dutch_Mechanisms_-_2016_-_Beeldengalerij_P._Struycken.jpg,2016,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q28982530_0.png,8,1,12
Q28982728,Bellevue tower,public art,Other,https://upload.wikimedia.org/wikipedia/commons/9/97/Denhaag_kunstwerk_bellevue.jpg,1993,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q28982728_0.png,8,0,11
Q28983083,AND/OR,public art,metal,https://upload.wikimedia.org/wikipedia/commons/9/9e/Denhaag_kunstwerk_En_of.jpg,1993,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q28983083_0.png,8,4,11
Q29018420,,Other,stone,https://upload.wikimedia.org/wikipedia/commons/8/86/%C3%8Ele-de-France_Ignis_Aeternus.jpg,1100,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q29018420_0.png,0,6,0
Q29018433,,religious art,Other,https://upload.wikimedia.org/wikipedia/commons/1/11/Constantinople_Dormition_of_the_Virgin.jpg,1101,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q29018433_0.png,9,0,0
Q29046032,,religious art,metal,https://upload.wikimedia.org/wikipedia/commons/e/e2/Italy_Christ_Blessing_and_Our_Lady_of_Sorrows.jpg,1301,2,1200-1399,/home3/jqwx33/SculptureMTL/selected_images/Q29046032_0.png,9,4,1
Q29046047,,religious art,metal,https://upload.wikimedia.org/wikipedia/commons/d/d1/Rhineland_Host_box_with_Passion_scenes.jpg,1351,2,1200-1399,/home3/jqwx33/SculptureMTL/selected_images/Q29046047_0.png,9,4,1
Q29049312,Madonna and Child with two angels from Legnica,religious art,stone,https://upload.wikimedia.org/wikipedia/commons/b/ba/Silesia_Madonna_and_Child_01.jpg,1370,2,1200-1399,/home3/jqwx33/SculptureMTL/selected_images/Q29049312_0.png,9,6,1
Q29169058,Head of Franz Kafka,Other,metal,https://upload.wikimedia.org/wikipedia/commons/8/83/David-%C4%8Cern%C3%BD%2C-Franz-Kafka%2C-opposite_orientation-2014%29.jpg,2014,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q29169058_0.png,0,4,12
Q29224437,,religious art,stone,https://upload.wikimedia.org/wikipedia/commons/7/70/Goussainville_%2895%29%2C_%C3%A9glise_St-Pierre-et-St-Paul%2C_retable_majeur_2b.jpg,1608,5,1600-1699,/home3/jqwx33/SculptureMTL/selected_images/Q29224437_0.png,9,6,4
Q29294546,,religious art,wood,https://upload.wikimedia.org/wikipedia/commons/2/20/Abbatiale_de_Saint-Riquier_plaque_os_cropped.jpg,1200,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q29294546_0.png,9,8,0
Q29533581,Bust of a black man (National Museum in Warsaw),portrait,marble,https://upload.wikimedia.org/wikipedia/commons/3/37/Italy_Bust_of_a_black_man_03.jpg,1501,4,1500-1599,/home3/jqwx33/SculptureMTL/selected_images/Q29533581_0.png,7,3,3
Q29533964,,Other,bronze,https://upload.wikimedia.org/wikipedia/commons/f/f2/Girardon_Augustus_the_Strong.jpg,1710,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q29533964_0.png,0,1,5
Q29645944,,religious art,stone,https://upload.wikimedia.org/wikipedia/commons/8/8e/Fesinger_Saint_Mary_Ann_de_Paredes.jpg,1741,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q29645944_0.png,9,6,5
Q29649220,,portrait,plaster,https://upload.wikimedia.org/wikipedia/commons/a/ad/Shubin_Mikhail_Lomonosov.jpg,1792,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q29649220_0.png,7,5,5
Q29652240,Bust of a court lady by Guillaume Coustou (National Museum in Warsaw),portrait,marble,https://upload.wikimedia.org/wikipedia/commons/8/81/Coustou_Bust_of_a_court_lady_01.jpg,1730,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q29652240_0.png,7,3,5
Q29652477,La Frileuse (Warsaw),portrait,terracotta,https://upload.wikimedia.org/wikipedia/commons/5/51/Houdon_La_Frileuse_02.jpg,1780,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q29652477_0.png,7,7,5
Q29652881,,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/3/3f/Thorvaldsen_Bust_of_a_young_man.jpg,1801,7,1800-1849,/home3/jqwx33/SculptureMTL/selected_images/Q29652881_0.png,7,3,6
Q29652990,,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/8/80/Madeyski_Pain.jpg,1898,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q29652990_0.png,7,3,7
Q29653673,Crouching Flora,Other,marble,https://upload.wikimedia.org/wikipedia/commons/7/72/Carpeaux_Crouching_Flora.jpg,1860,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q29653673_0.png,0,3,7
Q29653731,Negress,portrait,bronze,https://upload.wikimedia.org/wikipedia/commons/9/9a/Carpeaux_Negress_01.jpg,1868,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q29653731_0.png,7,1,7
Q29654480,,nude,bronze,https://upload.wikimedia.org/wikipedia/commons/4/43/Bartholom%C3%A9_Seated_female_nude.jpg,1906,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q29654480_0.png,6,1,8
Q29738145,Świst and Poświst by Sławomir Celiński (National Museum in Warsaw),mythological sculpture,bronze,https://upload.wikimedia.org/wikipedia/commons/b/be/Celi%C5%84ski_%C5%9Awist_and_Po%C5%9Bwist_01.jpg,1910,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q29738145_0.png,5,1,8
Q29822140,Challenge by Edward Wittig,nude,bronze,https://upload.wikimedia.org/wikipedia/commons/3/3b/Wittig_Challenge_01.jpg,1907,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q29822140_0.png,6,1,8
Q30939939,Daphne,portrait,marble,https://upload.wikimedia.org/wikipedia/commons/a/a8/Daphne_MET_DT10666.jpg,1853,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q30939939_0.png,7,3,7
Q31075144,,Other,Other,https://upload.wikimedia.org/wikipedia/commons/e/e6/Raymond-_Escultura.jpg,1899,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q31075144_0.png,0,0,7
Q33111444,Anthony Wayne Monument,Other,bronze,https://upload.wikimedia.org/wikipedia/commons/e/ec/Anthony_Wayne_George_Ganiere_Statue.JPG,1918,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q33111444_0.png,0,1,8
Q39300742,,mythological sculpture,marble,https://upload.wikimedia.org/wikipedia/commons/1/18/1971.51.1-Apollo-SBMA.jpg,100,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q39300742_0.png,5,3,0
Q40089184,Lansdowne Hermes,mythological sculpture,marble,https://upload.wikimedia.org/wikipedia/commons/e/ee/1984.34.1-Hermes-SBMA.jpg,200,1,1-1199,/home3/jqwx33/SculptureMTL/selected_images/Q40089184_0.png,5,3,0
Q41127270,Comedy and Tragedy: Muses,Other,stone,https://upload.wikimedia.org/wikipedia/commons/d/de/SCA000246_b_%281%29.jpg,1937,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q41127270_0.png,0,6,8
Q41706237,Hundred Year Stone,Other,Other,https://upload.wikimedia.org/wikipedia/commons/1/1b/%22Hundred_Year_Stone%22_and_Falcon_Crag_-_geograph.org.uk_-_763393.jpg,1996,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q41706237_0.png,0,0,11
Q42746469,Monument to Tommaso Grossi,public art,marble,https://upload.wikimedia.org/wikipedia/commons/8/8d/Vincenzo_Vela%2C_Monumento_a_Tommaso_Grossi_%281858%29_Accademia_di_Brera.jpg,1858,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q42746469_0.png,8,3,7
